cas_contention_timeout,time<ms>
truncate_request_timeout,time<ms>
request_timeout,time<ms>
internode_tcp_connect_timeout,time<ms>
internode_tcp_user_timeout,time<ms>
internode_streaming_tcp_user_timeout,time<ms>
internode_application_send_queue_capacity,size<MiB>
internode_application_send_queue_reserve_endpoint_capacity,size<MiB>
internode_application_send_queue_reserve_global_capacity,size<MiB>
internode_application_receive_queue_capacity,size<MiB>
internode_application_receive_queue_reserve_endpoint_capacity,size<MiB>
internode_application_receive_queue_reserve_global_capacity,size<MiB>
slow_query_log_timeout,time<ms>
internode_timeout,boolean
streaming_keep_alive_period,time<ms>
streaming_connections_per_host,integer
streaming_state_expires,time<s>
streaming_state_size,size<KiB>
streaming_stats_enabled,boolean
partition_denylist_enabled,boolean
denylist_writes_enabled,boolean
denylist_reads_enabled,boolean
denylist_range_reads_enabled,boolean
denylist_refresh,time<s>
denylist_initial_load_retry,time<s>
denylist_max_keys_per_table,integer
denylist_max_keys_total,integer
denylist_consistency_level,enum
phi_convict_threshold,float
endpoint_snitch,enum<SimpleSnitch|GossipingPropertyFileSnitch|DynamicEndpointSnitch>
dynamic_snitch_update_interval,time<ms>
dynamic_snitch_reset_interval,time<ms>
dynamic_snitch_badness_threshold,float
server_encryption_options,object
client_encryption_options,object
internode_compression,enum<dc|all|none>
inter_dc_tcp_nodelay,boolean
trace_type_query_ttl,time<d>
trace_type_repair_ttl,time<s>
user_defined_functions_enabled,boolean
scripted_user_defined_functions_enabled,boolean
transparent_data_encryption_options,object
tombstone_warn_threshold,integer
tombstone_failure_threshold,integer
replica_filtering_protection,boolean
batch_size_warn_threshold,size<KiB>
batch_size_fail_threshold,size<KiB>
unlogged_batch_across_partitions_warn_threshold,integer
compaction_large_partition_warning_threshold,size<MiB>
compaction_tombstone_warning_threshold,size<MiB>
gc_log_threshold,time<ms>
gc_warn_threshold,time<ms>
max_value_size,size<MiB>
default_keyspace_rf,integer
ideal_consistency_level,string
automatic_sstable_upgrade,boolean
max_concurrent_automatic_sstable_upgrades,integer
audit_logging_options,object
full_query_logging_options,object
corrupted_tombstone_strategy,enum<fail|warn|treat_as_expiring_value>
diagnostic_events_enabled,boolean
native_transport_flush_in_batches_legacy,boolean
repaired_data_tracking_for_range_reads_enabled,boolean
repaired_data_tracking_for_partition_reads_enabled,boolean
report_unconfirmed_repaired_data_mismatches,boolean
table_count_warn_threshold,integer
keyspace_count_warn_threshold,integer
auth_read_consistency_level,enum<ANY|ONE|TWO|THREE|QUORUM|LOCAL_QUORUM|EACH_QUORUM|ALL>
auth_write_consistency_level,enum<ANY|ONE|TWO|THREE|QUORUM|LOCAL_QUORUM|EACH_QUORUM|ALL>
auth_cache_warming_enabled,boolean
materialized_views_enabled,boolean
sasi_indexes_enabled,boolean
transient_replication_enabled,boolean
drop_compact_storage_enabled,boolean
use_statements_enabled,boolean
client_error_reporting_exclusions,array<string>
read_thresholds_enabled,boolean
coordinator_read_size_warn_threshold,size<MiB>
coordinator_read_size_fail_threshold,size<MiB>
local_read_size_warn_threshold,size<MiB>
local_read_size_fail_threshold,size<MiB>
row_index_read_size_warn_threshold,size<MiB>
row_index_read_size_fail_threshold,size<MiB>
keyspaces_warn_threshold,integer
keyspaces_fail_threshold,integer
tables_warn_threshold,integer
tables_fail_threshold,integer
uncompressed_tables_enabled,boolean
columns_per_table_warn_threshold,integer
columns_per_table_fail_threshold,integer
secondary_indexes_per_table_warn_threshold,integer
secondary_indexes_per_table_fail_threshold,integer
secondary_indexes_enabled,boolean
materialized_views_per_table_warn_threshold,integer
materialized_views_per_table_fail_threshold,integer
table_properties_warned,array<object>
table_properties_ignored,array<object>
table_properties_disallowed,array<object>
user_timestamps_enabled,boolean
group_by_enabled,boolean
drop_truncate_table_enabled,boolean
page_size_warn_threshold,float
page_size_fail_threshold,float
read_before_write_list_operations_enabled,boolean
partition_keys_in_select_warn_threshold,integer
partition_keys_in_select_fail_threshold,integer
in_select_cartesian_product_warn_threshold,integer
in_select_cartesian_product_fail_threshold,integer
read_consistency_levels_warned,array<unknown>
read_consistency_levels_disallowed,array<enum>
write_consistency_levels_warned,array<string>
write_consistency_levels_disallowed,array<string>
collection_size_warn_threshold,integer
collection_size_fail_threshold,size<KiB>
items_per_collection_warn_threshold,integer
items_per_collection_fail_threshold,integer
allow_filtering_enabled,boolean
fields_per_udt_warn_threshold,integer
fields_per_udt_fail_threshold,integer
data_disk_usage_percentage_warn_threshold,integer
data_disk_usage_percentage_fail_threshold,integer
data_disk_usage_max_disk_size,size<MiB>
minimum_replication_factor_warn_threshold,integer
minimum_replication_factor_fail_threshold,integer
startup_checks,boolean
